simID	systemTime	nTrials	defCount
6	60	100	16
6	60	100	16
6	60	100	17
6	60	100	18
6	60	100	19
6	60	100	20
6	60	100	21
6	60	100	22
6	60	100	22
6	60	100	23
6	60	100	23
6	60	100	24
6	60	100	25
6	60	100	26
6	60	100	27
6	60	100	27
6	60	100	28
6	60	100	29
6	60	100	29
6	60	100	30
6	60	100	31
6	60	100	31
6	60	100	32
6	60	100	33
6	60	100	34
6	60	100	34
6	60	100	35
6	60	100	36
6	60	100	37
6	60	100	38
6	60	100	39
6	60	100	40
6	60	100	41
6	60	100	41
6	60	100	42
6	60	100	43
6	60	100	44
6	60	100	45
6	60	100	46
6	60	100	46
6	60	100	47
6	60	100	47
6	60	100	47
6	60	100	48
6	60	100	49
6	60	100	50
6	60	100	51
6	60	100	52
6	60	100	53
6	60	100	53
6	60	100	54
6	60	100	55
6	60	100	56
6	60	100	57
6	60	100	58
6	60	100	59
6	60	100	59
6	60	100	59
6	60	100	60
6	60	100	60
6	60	100	61
6	60	100	62
6	60	100	62
6	60	100	63
6	60	100	64
6	60	100	64
6	60	100	64
6	60	100	64
6	60	100	65
6	60	100	65
6	60	100	65
6	60	100	66
6	60	100	67
6	60	100	68
6	60	100	69
6	60	100	70
6	60	100	71
6	60	100	71
6	60	100	71
6	60	100	72
6	60	100	73
6	60	100	74
